Year,State.no,Type of beverage,Gallons of beverage,Gallons of ethanol (absolute alcohol),Population (age 14 and older),Gallons of ethanol per capita age 14 and older,Decile for per capita consumption age 14 and older,Population (age 21 and older),Gallons of ethanol per capita age 21 and older,Decile for per capita consumption age 21 and older,Type of data source,Time-varying alcohol by volume (ABV),Gallons of ethanol derived from time-varying ABV
1992,93,3,2091758000,94129110,70577125,13337,.,61843085,15221,.,.,46,96220868
1992,93,4,.,159340155,70577125,22577,.,61843085,25765,.,.,.,154223152
1992,94,1,80137000,32936307,43233510,7618,.,37977633,8673,.,.,366,29330142
1992,94,2,149893000,19336197,43233510,4473,.,37977633,5091,.,.,106,15888658
1992,94,3,1276220000,57429900,43233510,13284,.,37977633,15122,.,.,46,58706120
1992,94,4,.,109702404,43233510,25374,.,37977633,28886,.,.,.,103924920
1992,99,1,351203000,144344433,203787619,7083,.,179259858,8052,.,.,368,129242704
1992,99,2,475099000,61287771,203787619,3007,.,179259858,3419,.,.,106,50360494
1992,99,3,5832133000,262445985,203787619,12878,.,179259858,14641,.,.,46,268278118
1992,99,4,.,468078189,203787619,22969,.,179259858,26112,.,.,.,447881316
1993,1,1,4582350,1883346,3376159,5578,8,2937227,6412,8,.,393,1800864
1993,1,2,4342000,560118,3376159,1659,8,2937227,1907,8,.,107,464594
1993,1,3,85380064,3842103,3376159,11380,9,2937227,13081,8,.,45,3842103
1993,1,4,.,6285567,3376159,18618,9,2937227,21400,9,.,.,6107561
1993,2,1,1006724,413764,447365,9249,1,387536,10677,1,.,341,343293
1993,2,2,1097628,141594,447365,3165,4,387536,3654,4,.,111,121837
1993,2,3,13014290,585643,447365,13091,5,387536,15112,5,.,46,598657
1993,2,4,.,1141001,447365,25505,2,387536,29442,2,.,.,1063787
1993,4,1,5931825,2437980,3190477,7641,4,2806790,8686,4,.,375,2224434
1993,4,2,6782168,874900,3190477,2742,5,2806790,3117,5,.,104,705345
1993,4,3,112268288,5052073,3190477,15835,1,2806790,17999,1,.,45,5052073
1993,4,4,.,8364953,3190477,26219,2,2806790,29803,2,.,.,7981852
1993,5,1,2758176,1133610,1959700,5785,8,1703578,6654,8,.,357,984669
1993,5,2,1747000,225363,1959700,1150,9,1703578,1323,9,.,111,193917
1993,5,3,47873000,2154285,1959700,10993,9,1703578,12646,9,.,46,2202158
1993,5,4,.,3513258,1959700,17928,9,1703578,20623,9,.,.,3380744
1993,6,1,40964794,16836530,24283573,6933,6,21423512,7859,6,.,371,15197939
1993,6,2,90129830,11626748,24283573,4788,1,21423512,5427,1,.,108,9734022
1993,6,3,633907188,28525823,24283573,11747,8,21423512,13315,8,.,46,29159731
1993,6,4,.,56989101,24283573,23468,4,21423512,26601,4,.,.,54091692
1993,8,1,6008033,2469302,2858185,8639,2,2525389,9778,2,.,372,2234988
1993,8,2,8042311,1037458,2858185,3630,3,2525389,4108,3,.,102,820316
1993,8,3,88831762,3997429,2858185,13986,3,2525389,15829,3,.,45,3997429
1993,8,4,.,7504189,2858185,26255,2,2525389,29715,2,.,.,7052733
1993,9,1,5185336,2131173,2675060,7967,3,2400256,8879,4,.,371,1923760
1993,9,2,9109690,1175150,2675060,4393,1,2400256,4896,2,.,108,983847
1993,9,3,57094362,2569246,2675060,9604,10,2400256,10704,10,.,46,2626341
1993,9,4,.,5875569,2675060,21964,6,2400256,24479,7,.,.,5533948
1993,10,1,1300345,534442,565177,9456,1,502481,10636,1,.,374,486329
1993,10,2,1547510,199629,565177,3532,3,502481,3973,3,.,107,165584
1993,10,3,18325557,824650,565177,14591,3,502481,16412,3,.,46,842976
1993,10,4,.,1558721,565177,27579,1,502481,31020,1,.,.,1494889
1993,11,1,1861334,765008,497242,15385,1,452475,16907,1,.,392,729643
1993,11,2,2805000,361845,497242,7277,1,452475,7997,1,.,111,311355
1993,11,3,16721000,752445,497242,15132,2,452475,16630,2,.,46,769166
1993,11,4,.,1879298,497242,37794,1,452475,41534,1,.,.,1810164
1993,12,1,25430992,10452138,11364374,9197,2,10220323,10227,2,.,368,9358605
1993,12,2,28763000,3710427,11364374,3265,4,10220323,3630,4,.,106,3048878
1993,12,3,362830421,16327369,11364374,14367,3,10220323,15975,3,.,46,16690199
1993,12,4,.,30489934,11364374,26829,2,10220323,29833,2,.,.,29097682
1993,13,1,10291757,4229912,5507176,7681,4,4808243,8797,4,.,390,4013785
1993,13,2,8660000,1117140,5507176,2029,6,4808243,2323,6,.,105,909300
1993,13,3,150381000,6767145,5507176,12288,7,4808243,14074,6,.,46,6917526
1993,13,4,.,12114197,5507176,21997,6,4808243,25195,6,.,.,11840611
1993,15,1,1467869,603294,932102,6472,6,823112,7329,7,.,382,560726
1993,15,2,2700000,348300,932102,3737,3,823112,4232,3,.,103,278100
1993,15,3,30845000,1388025,932102,14891,2,823112,16863,2,.,45,1388025
1993,15,4,.,2339619,932102,25100,3,823112,28424,3,.,.,2226851
1993,16,1,1149778,472559,852587,5543,8,722821,6538,8,.,374,430017
1993,16,2,1920000,247680,852587,2905,4,722821,3427,4,.,104,199680
1993,16,3,23913000,1076085,852587,12621,6,722821,14887,5,.,46,1099998
1993,16,4,.,1796324,852587,21069,7,722821,24852,7,.,.,1729695
1993,17,1,16422939,6749828,9384685,7192,5,8261230,8170,5,.,358,5879412
1993,17,2,24377612,3144712,9384685,3351,4,8261230,3807,4,.,113,2754670
1993,17,3,275587860,12401454,9384685,13215,5,8261230,15012,5,.,46,12677042
1993,17,4,.,22295994,9384685,23758,4,8261230,26989,4,.,.,21311124
1993,18,1,7162438,2943762,4593601,6408,7,4012242,7337,7,.,357,2556990
1993,18,2,6882000,887778,4593601,1933,7,4012242,2213,7,.,106,729492
1993,18,3,116929000,5261805,4593601,11455,8,4012242,13114,8,.,46,5378734
1993,18,4,.,9093345,4593601,19796,8,4012242,22664,8,.,.,8665216
1993,19,1,2642827,1086202,2273664,4777,10,1991845,5453,10,.,364,961989
1993,19,2,1882629,242859,2273664,1068,10,1991845,1219,10,.,101,190146
1993,19,3,64884761,2919814,2273664,12842,6,1991845,14659,6,.,46,2984699
1993,19,4,.,4248875,2273664,18687,9,1991845,21331,9,.,.,4136834
1993,20,1,2542104,1044805,2014271,5187,9,1765023,5919,9,.,369,938036
1993,20,2,2141000,276189,2014271,1371,9,1765023,1565,9,.,100,214100
1993,20,3,48989000,2204505,2014271,10944,9,1765023,12490,9,.,45,2204505
1993,20,4,.,3525499,2014271,17503,10,1765023,19974,10,.,.,3356641
1993,21,1,4137535,1700527,3066707,5545,8,2670921,6367,8,.,369,1526750
1993,21,2,2472000,318888,3066707,1040,10,2670921,1194,10,.,105,259560
1993,21,3,73290000,3298050,3066707,10754,10,2670921,12348,10,.,46,3371340
1993,21,4,.,5317465,3066707,17339,10,2670921,19909,10,.,.,5157650
1993,22,1,5893370,2422175,3349541,7231,5,2881024,8407,5,.,358,2109826
1993,22,2,5556386,716774,3349541,2140,6,2881024,2488,6,.,116,644541
1993,22,3,113850000,5123250,3349541,15295,2,2881024,17783,2,.,45,5123250
1993,22,4,.,8262199,3349541,24667,3,2881024,28678,2,.,.,7877617
1993,23,1,1913077,786275,999025,7870,4,881904,8916,3,.,373,713578
1993,23,2,2215000,285735,999025,2860,4,881904,3240,4,.,106,234790
1993,23,3,25478000,1146510,999025,11476,8,881904,13000,8,.,46,1171988
1993,23,4,.,2218520,999025,22207,6,881904,25156,6,.,.,2120356
1993,24,1,7735596,3179330,3954237,8040,3,3529263,9008,3,.,379,2931791
1993,24,2,8540000,1101660,3954237,2786,5,3529263,3122,5,.,109,930860
1993,24,3,96952000,4362840,3954237,11033,9,3529263,12362,9,.,46,4459792
1993,24,4,.,8643830,3954237,21860,7,3529263,24492,7,.,.,8322443
1993,25,1,9561466,3929763,4923252,7982,3,4421721,8887,3,.,362,3461251
1993,25,2,16657483,2148815,4923252,4365,2,4421721,4860,2,.,109,1815666
1993,25,3,124806112,5616275,4923252,11408,8,4421721,12702,9,.,46,5741081
1993,25,4,.,11694853,4923252,23754,4,4421721,26449,5,.,.,11017998
1993,26,1,13255272,5447917,7551693,7214,5,6616029,8234,5,.,376,4983982
1993,26,2,11965000,1543485,7551693,2044,6,6616029,2333,6,.,111,1328115
1993,26,3,210621000,9477945,7551693,12551,6,6616029,14326,6,.,46,9688566
1993,26,4,.,16469347,7551693,21809,7,6616029,24893,6,.,.,16000663
1993,27,1,7316761,3007189,3584021,8391,2,3153894,9535,3,.,379,2773052
1993,27,2,6784000,875136,3584021,2442,5,3153894,2775,5,.,103,698752
1993,27,3,99065000,4457925,3584021,12438,6,3153894,14135,6,.,46,4556990
1993,27,4,.,8340250,3584021,23271,5,3153894,26444,5,.,.,8028794
1993,28,1,3180174,1307052,2072532,6307,7,1767502,7395,6,.,388,1233908
1993,28,2,1661000,214269,2072532,1034,10,1767502,1212,10,.,114,189354
1993,28,3,63281000,2847645,2072532,13740,3,1767502,16111,3,.,46,2910926
1993,28,4,.,4368966,2072532,21080,7,1767502,24718,7,.,.,4334188
1993,29,1,6839366,2810979,4198347,6695,6,3693131,7611,6,.,363,2482690
1993,29,2,6538445,843459,4198347,2009,7,3693131,2284,7,.,110,719229
1993,29,3,124394613,5597758,4198347,13333,5,3693131,15157,4,.,46,5722152
1993,29,4,.,9252196,4198347,22038,6,3693131,25052,6,.,.,8924071
1993,30,1,1172355,481838,662723,7271,5,574346,8389,5,.,379,444323
1993,30,2,1276000,164604,662723,2484,5,574346,2866,5,.,106,135256
1993,30,3,22015000,990675,662723,14949,2,574346,17249,2,.,47,1034705
1993,30,4,.,1637117,662723,24703,3,574346,28504,3,.,.,1614284
1993,31,1,1845666,758569,1281167,5921,7,1117885,6786,7,.,373,688433
1993,31,2,1755199,226421,1281167,1767,8,1117885,2025,8,.,108,189561
1993,31,3,38924479,1751602,1281167,13672,4,1117885,15669,4,.,46,1790526
1993,31,4,.,2736592,1281167,21360,7,1117885,24480,7,.,.,2668520
1993,32,1,4211150,1730783,1124227,15395,1,1006887,17189,1,.,366,1541281
1993,32,2,5029057,648748,1124227,5771,1,1006887,6443,1,.,111,558225
1993,32,3,48676878,2190460,1124227,19484,1,1006887,21755,1,.,45,2190460
1993,32,4,.,4569991,1124227,40650,1,1006887,45387,1,.,.,4289966
1993,33,1,4384444,1802006,896175,20108,1,797629,22592,1,.,367,1609091
1993,33,2,3751000,483879,896175,5399,1,797629,6066,1,.,109,408859
1993,33,3,36412000,1638540,896175,18284,1,797629,20543,1,.,45,1638540
1993,33,4,.,3924425,896175,43791,1,797629,49201,1,.,.,3656490
1993,34,1,12405409,5098623,6417634,7945,3,5728198,8901,3,.,375,4652028
1993,34,2,21019000,2711451,6417634,4225,2,5728198,4734,2,.,109,2291071
1993,34,3,152645000,6869025,6417634,10703,10,5728198,11992,10,.,46,7021670
1993,34,4,.,14679099,6417634,22873,5,5728198,25626,5,.,.,13964769
1993,35,1,1933239,794561,1251321,6350,7,1077050,7377,6,.,376,726898
1993,35,2,2188000,282252,1251321,2256,6,1077050,2621,6,.,105,229740
1993,35,3,42591000,1916595,1251321,15317,2,1077050,17795,2,.,45,1916595
1993,35,4,.,2993408,1251321,23922,3,1077050,27793,3,.,.,2873233
1993,36,1,22353188,9187160,14779536,6216,7,13123507,7001,7,.,381,8516565
1993,36,2,40422000,5214438,14779536,3528,3,13123507,3973,3,.,108,4365576
1993,36,3,328600000,14787000,14779536,10005,10,13123507,11268,10,.,46,15115600
1993,36,4,.,29188598,14779536,19749,8,13123507,22241,8,.,.,27997741
1993,37,1,7788173,3200939,5698462,5617,8,5031089,6362,8,.,394,3068540
1993,37,2,9549000,1231821,5698462,2162,6,5031089,2448,6,.,117,1117233
1993,37,3,144898000,6520410,5698462,11442,8,5031089,12960,8,.,46,6665308
1993,37,4,.,10953170,5698462,19221,9,5031089,21771,9,.,.,10851081
1993,38,1,1031734,424043,507348,8358,3,440593,9624,2,.,372,383805
1993,38,2,608246,78464,507348,1547,8,440593,1781,8,.,104,63258
1993,38,3,15447869,695154,507348,13702,4,440593,15778,4,.,46,710602
1993,38,4,.,1197661,507348,23606,4,440593,27183,4,.,.,1157665
1993,39,1,10685029,4391547,8860500,4956,9,7787500,5639,9,.,349,3729075
1993,39,2,10993000,1418097,8860500,1600,8,7787500,1821,8,.,113,1242209
1993,39,3,254701000,11461545,8860500,12936,5,7787500,14718,5,.,46,11716246
1993,39,4,.,17271189,8860500,19492,8,7787500,22178,8,.,.,16687530
1993,40,1,2997714,1232060,2572818,4789,10,2239982,5500,10,.,389,1166111
1993,40,2,2253478,290699,2572818,1130,9,2239982,1298,10,.,116,261403
1993,40,3,63410221,2853460,2572818,11091,9,2239982,12739,9,.,45,2853460
1993,40,4,.,4376219,2572818,17009,10,2239982,19537,10,.,.,4280974
1993,41,1,3827792,1573223,2451712,6417,6,2163223,7273,7,.,389,1489011
1993,41,2,8191000,1056639,2451712,4310,2,2163223,4885,2,.,108,884628
1993,41,3,67415000,3033675,2451712,12374,6,2163223,14024,6,.,47,3168505
1993,41,4,.,5663537,2451712,23100,5,2163223,26181,5,.,.,5542144
1993,42,1,11517043,4733505,9829978,4815,10,8741754,5415,10,.,374,4307374
1993,42,2,13059337,1684654,9829978,1714,8,8741754,1927,8,.,114,1488764
1993,42,3,285850000,12863250,9829978,13086,5,8741754,14715,6,.,46,13149100
1993,42,4,.,19281409,9829978,19615,8,8741754,22057,8,.,.,18945238
1993,44,1,1377292,566067,825568,6857,6,737869,7672,6,.,359,494448
1993,44,2,2330888,300685,825568,3642,3,737869,4075,3,.,108,251736
1993,44,3,22362842,1006328,825568,12190,7,737869,13638,7,.,46,1028691
1993,44,4,.,1873080,825568,22688,6,737869,25385,6,.,.,1774875
1993,45,1,5292123,2175063,2915399,7461,4,2538856,8567,4,.,391,2069220
1993,45,2,4424000,570696,2915399,1958,7,2538856,2248,7,.,103,455672
1993,45,3,88229000,3970305,2915399,13618,4,2538856,15638,4,.,45,3970305
1993,45,4,.,6716064,2915399,23037,5,2538856,26453,4,.,.,6495197
1993,46,1,992398,407876,559910,7285,5,483378,8438,4,.,364,361233
1993,46,2,542000,69918,559910,1249,9,483378,1446,9,.,111,60162
1993,46,3,16809000,756405,559910,13509,4,483378,15648,4,.,46,773214
1993,46,4,.,1234199,559910,22043,6,483378,25533,6,.,.,1194609
1993,47,1,5416955,2226369,4137295,5381,9,3633963,6127,9,.,377,2042192
1993,47,2,4394000,566826,4137295,1370,9,3633963,1560,9,.,105,461370
1993,47,3,110246000,4961070,4137295,11991,7,3633963,13652,7,.,46,5071316
1993,47,4,.,7754265,4137295,18742,9,3633963,21338,9,.,.,7574878
1993,48,1,18110264,7443319,14023509,5308,9,12138275,6132,9,.,395,7153554
1993,48,2,21526788,2776956,14023509,1980,7,12138275,2288,7,.,103,2217259
1993,48,3,499200099,22464004,14023509,16019,1,12138275,18507,1,.,45,22464004
1993,48,4,.,32684279,14023509,23307,4,12138275,26927,4,.,.,31834817
1993,49,1,1326032,544999,1388812,3924,10,1134911,4802,10,.,327,433612
1993,49,2,1184000,152736,1388812,1100,10,1134911,1346,9,.,108,127872
1993,49,3,24018000,1080810,1388812,7782,10,1134911,9523,10,.,45,1080810
1993,49,4,.,1778545,1388812,12806,10,1134911,15671,10,.,.,1642294
1993,50,1,830106,341174,459944,7418,4,406302,8397,5,.,377,312950
1993,50,2,1565000,201885,459944,4389,2,406302,4969,1,.,105,164325
1993,50,3,13674000,615330,459944,13378,4,406302,15145,5,.,46,629004
1993,50,4,.,1158389,459944,25185,2,406302,28511,3,.,.,1106279
1993,51,1,6898401,2835243,5235720,5415,9,4636589,6115,9,.,384,2648986
1993,51,2,10936000,1410744,5235720,2694,5,4636589,3043,5,.,103,1126408
1993,51,3,143868000,6474060,5235720,12365,6,4636589,13963,7,.,46,6617928
1993,51,4,.,10720047,5235720,20475,8,4636589,23121,8,.,.,10393322
1993,53,1,7048815,2897063,4176270,6937,6,3687871,7856,6,.,387,2727891
1993,53,2,12714122,1640122,4176270,3927,2,3687871,4447,2,.,106,1347697
1993,53,3,110142000,4956390,4176270,11868,7,3687871,13440,7,.,47,5176674
1993,53,4,.,9493575,4176270,22732,5,3687871,25743,5,.,.,9252262
1993,54,1,1461913,600846,1495150,4019,10,1301608,4616,10,.,388,567222
1993,54,2,968000,124872,1495150,835,10,1301608,959,10,.,105,101640
1993,54,3,39333609,1770012,1495150,11838,7,1301608,13599,7,.,46,1809346
1993,54,4,.,2495730,1495150,16692,10,1301608,19174,10,.,.,2478208
1993,55,1,8777297,3607469,4036512,8937,2,3541384,10187,2,.,371,3256377
1993,55,2,7032000,907128,4036512,2247,6,3541384,2562,6,.,108,759456
1993,55,3,142568953,6415603,4036512,15894,1,3541384,18116,1,.,47,6700741
1993,55,4,.,10930200,4036512,27078,1,3541384,30864,1,.,.,10716574
1993,56,1,768210,315734,367234,8598,2,314022,10055,2,.,366,281165
1993,56,2,545000,70305,367234,1914,7,314022,2239,7,.,104,56680
1993,56,3,11401000,513045,367234,13971,3,314022,16338,3,.,45,513045
1993,56,4,.,899084,367234,24483,3,314022,28631,3,.,.,850890
1993,91,1,69527361,28575746,41806172,6835,.,37239140,7674,.,.,374,26003233
1993,91,2,110129398,14206692,41806172,3398,.,37239140,3815,.,.,109,12004104
1993,91,3,1046922316,47111504,41806172,11269,.,37239140,12651,.,.,46,48158427
1993,91,4,.,89893942,41806172,21503,.,37239140,24140,.,.,.,86165764
1993,92,1,79513831,32680186,48845719,6690,.,42864134,7624,.,.,365,29022548
1993,92,2,81501131,10513646,48845719,2152,.,42864134,2453,.,.,110,8965124
1993,92,3,1408922535,63401515,48845719,12980,.,42864134,14791,.,.,46,64810437
1993,92,4,.,106595347,48845719,21823,.,42864134,24868,.,.,.,102798109
1993,93,1,115137172,47321379,71791198,6592,.,62993399,7512,.,.,381,43867263
1993,93,2,120145162,15498727,71791198,2159,.,62993399,2460,.,.,107,12855532
1993,93,3,2118068971,95313103,71791198,13276,.,62993399,15131,.,.,46,97431173
1993,93,4,.,158133209,71791198,22027,.,62993399,25103,.,.,.,154153968
1993,94,1,76816616,31571630,43986588,7178,.,38647470,8169,.,.,373,28652598
1993,94,2,141799116,18292086,43986588,4159,.,38647470,4733,.,.,107,15172505
1993,94,3,1229038406,55306728,43986588,12574,.,38647470,14311,.,.,46,56535767
1993,94,4,.,105170444,43986588,23910,.,38647470,27213,.,.,.,100360870
1993,99,1,340994980,140148941,206429677,6789,.,181744143,7711,.,.,373,127191128
1993,99,2,453574807,58511151,206429677,2834,.,181744143,3219,.,.,108,48986079
1993,99,3,5802952228,261132850,206429677,12650,.,181744143,14368,.,.,46,266935802
1993,99,4,.,459792942,206429677,22274,.,181744143,25299,.,.,.,443113009
1994,1,1,4464377,1834859,3418340,5368,8,2972928,6172,8,.,394,1758965
1994,1,2,4377794,564735,3418340,1652,8,2972928,1900,8,.,108,472802
1994,1,3,88358187,3976118,3418340,11632,8,2972928,13374,8,.,46,4064477
1994,1,4,.,6375712,3418340,18651,9,2972928,21446,9,.,.,6296244
1994,2,1,1206056,495689,452497,10955,1,391464,12662,1,.,346,417295
1994,2,2,1389781,179282,452497,3962,2,391464,4580,2,.,111,154266
1994,2,3,15419478,693877,452497,15334,2,391464,17725,2,.,47,724715
1994,2,4,.,1368848,452497,30251,1,391464,34967,1,.,.,1296276
1994,4,1,5679586,2334310,3355823,6956,5,2952496,7906,5,.,378,2146884
1994,4,2,7486556,965766,3355823,2878,4,2952496,3271,4,.,105,786088
1994,4,3,113461088,5105749,3355823,15215,2,2952496,17293,2,.,46,5219210
1994,4,4,.,8405825,3355823,25048,2,2952496,28470,3,.,.,8152182
1994,5,1,2244000,922284,1992577,4629,10,1730170,5331,9,.,358,803352
1994,5,2,1982826,255785,1992577,1284,9,1730170,1478,9,.,112,222077
1994,5,3,47057256,2117577,1992577,10627,10,1730170,12239,10,.,46,2164634
1994,5,4,.,3295646,1992577,16540,10,1730170,19048,10,.,.,3190063
1994,6,1,40296370,16561808,24389133,6791,5,21489841,7707,5,.,375,15111139
1994,6,2,89687724,11569716,24389133,4744,1,21489841,5384,1,.,108,9686274
1994,6,3,590486768,26571905,24389133,10895,9,21489841,12365,9,.,46,27162391
1994,6,4,.,54703429,24389133,22429,5,21489841,25455,5,.,.,51959804
1994,8,1,6014390,2471914,2959941,8351,2,2613007,9460,2,.,372,2237353
1994,8,2,7973359,1028563,2959941,3475,4,2613007,3936,4,.,104,829229
1994,8,3,89714103,4037135,2959941,13639,4,2613007,15450,4,.,46,4126849
1994,8,4,.,7537612,2959941,25465,2,2613007,28847,2,.,.,7193431
1994,9,1,5057022,2078436,2675550,7768,3,2399546,8662,4,.,372,1881212
1994,9,2,8951495,1154743,2675550,4316,2,2399546,4812,2,.,108,966761
1994,9,3,58687179,2640923,2675550,9871,10,2399546,11006,10,.,46,2699610
1994,9,4,.,5874102,2675550,21955,6,2399546,24480,7,.,.,5547583
1994,10,1,1330799,546958,574255,9525,1,509226,10741,1,.,368,489734
1994,10,2,1671792,215661,574255,3755,3,509226,4235,3,.,108,180554
1994,10,3,18258783,821645,574255,14308,3,509226,16135,3,.,46,839904
1994,10,4,.,1584264,574255,27588,1,509226,31111,1,.,.,1510192
1994,11,1,1809235,743596,490159,15171,1,445551,16689,1,.,390,705602
1994,11,2,2794000,360426,490159,7353,1,445551,8089,1,.,111,310134
1994,11,3,16371000,736695,490159,15030,2,445551,16534,3,.,46,753066
1994,11,4,.,1840717,490159,37553,1,445551,41313,1,.,.,1768802
1994,12,1,24516882,10076439,11620915,8671,2,10446149,9646,2,.,371,9095763
1994,12,2,29774577,3840920,11620915,3305,4,10446149,3677,4,.,107,3185880
1994,12,3,362764077,16324383,11620915,14047,3,10446149,15627,4,.,46,16687148
1994,12,4,.,30241742,11620915,26024,2,10446149,28950,2,.,.,28968791
1994,13,1,10625915,4367251,5663354,7711,4,4945146,8831,3,.,391,4154733
1994,13,2,9000000,1161000,5663354,2050,6,4945146,2348,6,.,106,954000
1994,13,3,147000000,6615000,5663354,11680,7,4945146,13377,7,.,46,6762000
1994,13,4,.,12143251,5663354,21442,7,4945146,24556,7,.,.,11870733
1994,15,1,1431935,588525,943240,6239,6,832367,7070,6,.,382,546999
1994,15,2,2772364,357635,943240,3792,3,832367,4297,3,.,105,291098
1994,15,3,30639581,1378781,943240,14617,2,832367,16565,3,.,46,1409421
1994,15,4,.,2324941,943240,24648,3,832367,27932,3,.,.,2247518
1994,16,1,1149877,472599,883532,5349,8,746243,6333,8,.,359,412806
1994,16,2,2412000,311148,883532,3522,3,746243,4170,3,.,105,253260
1994,16,3,24289000,1093005,883532,12371,6,746243,14647,6,.,46,1117294
1994,16,4,.,1876752,883532,21241,7,746243,25149,6,.,.,1783360
1994,17,1,15974656,6565584,9467249,6935,5,8322814,7889,5,.,358,5718927
1994,17,2,24612632,3175030,9467249,3354,4,8322814,3815,4,.,113,2781227
1994,17,3,277377253,12481976,9467249,13184,5,8322814,14997,5,.,47,13036731
1994,17,4,.,22222590,9467249,23473,4,8322814,26701,4,.,.,21536885
1994,18,1,6655872,2735563,4640763,5895,7,4046836,6760,7,.,367,2442705
1994,18,2,7134000,920286,4640763,1983,6,4046836,2274,6,.,107,763338
1994,18,3,118516000,5333220,4640763,11492,8,4046836,13179,8,.,46,5451736
1994,18,4,.,8989069,4640763,19370,8,4046836,22213,8,.,.,8657779
1994,19,1,2461986,1011876,2293165,4413,10,2002056,5054,10,.,357,878929
1994,19,2,1842150,237637,2293165,1036,10,2002056,1187,10,.,103,189741
1994,19,3,66078566,2973535,2293165,12967,5,2002056,14852,5,.,47,3105693
1994,19,4,.,4223048,2293165,18416,9,2002056,21094,9,.,.,4174363
1994,20,1,2392388,983271,2038753,4823,9,1779872,5524,9,.,370,885184
1994,20,2,2012307,259588,2038753,1273,9,1779872,1458,9,.,102,205255
1994,20,3,50810626,2286478,2038753,11215,9,1779872,12846,8,.,45,2286478
1994,20,4,.,3529337,2038753,17311,10,1779872,19829,10,.,.,3376917
1994,21,1,4113831,1690785,3099870,5454,8,2697672,6268,8,.,366,1505662
1994,21,2,2633073,339666,3099870,1096,10,2697672,1259,10,.,106,279106
1994,21,3,74072528,3333264,3099870,10753,9,2697672,12356,9,.,46,3407336
1994,21,4,.,5363715,3099870,17303,10,2697672,19883,10,.,.,5192104
1994,22,1,5974584,2455554,3383037,7258,5,2902437,8460,4,.,353,2109028
1994,22,2,5583845,720316,3383037,2129,6,2902437,2482,6,.,116,647726
1994,22,3,108956258,4903032,3383037,14493,3,2902437,16893,2,.,46,5011988
1994,22,4,.,8078902,3383037,23881,3,2902437,27835,3,.,.,7768742
1994,23,1,1881155,773155,1000608,7727,4,883156,8754,3,.,371,697909
1994,23,2,2095000,270255,1000608,2701,5,883156,3060,5,.,107,224165
1994,23,3,25178000,1133010,1000608,11323,9,883156,12829,9,.,46,1158188
1994,23,4,.,2176420,1000608,21751,6,883156,24644,6,.,.,2080262
1994,24,1,7588883,3119031,3995824,7806,3,3564425,8750,4,.,382,2898953
1994,24,2,8547115,1102578,3995824,2759,5,3564425,3093,5,.,109,931636
1994,24,3,97113118,4370090,3995824,10937,9,3564425,12260,9,.,46,4467203
1994,24,4,.,8591699,3995824,21502,6,3564425,24104,7,.,.,8297792
1994,25,1,9610529,3949927,4945200,7987,3,4438784,8899,3,.,364,3498233
1994,25,2,16922154,2182958,4945200,4414,1,4438784,4918,1,.,109,1844515
1994,25,3,125105055,5629727,4945200,11384,8,4438784,12683,9,.,46,5754833
1994,25,4,.,11762612,4945200,23786,3,4438784,26500,4,.,.,11097581
1994,26,1,12470182,5125245,7611986,6733,6,6666318,7688,6,.,377,4701259
1994,26,2,12077294,1557971,7611986,2047,6,6666318,2337,6,.,111,1340580
1994,26,3,207373592,9331812,7611986,12259,6,6666318,13998,6,.,47,9746559
1994,26,4,.,16015028,7611986,21039,7,6666318,24024,7,.,.,15788398
1994,27,1,7353515,3022295,3639278,8305,2,3193138,9465,2,.,377,2772275
1994,27,2,7082000,913578,3639278,2510,5,3193138,2861,5,.,104,736528
1994,27,3,102637000,4618665,3639278,12691,6,3193138,14464,6,.,47,4823939
1994,27,4,.,8554538,3639278,23506,4,3193138,26790,4,.,.,8332742
1994,28,1,3235166,1329653,2104546,6318,6,1792829,7417,6,.,383,1239069
1994,28,2,1374571,177320,2104546,843,10,1792829,989,10,.,114,156701
1994,28,3,59968088,2698564,2104546,12823,6,1792829,15052,5,.,46,2758532
1994,28,4,.,4205537,2104546,19983,7,1792829,23458,7,.,.,4154302
1994,29,1,6809569,2798733,4251382,6583,6,3731990,7499,6,.,364,2478683
1994,29,2,6394638,824908,4251382,1940,7,3731990,2210,7,.,111,709805
1994,29,3,128393426,5777704,4251382,13590,4,3731990,15482,4,.,46,5906098
1994,29,4,.,9401345,4251382,22114,6,3731990,25191,6,.,.,9094586
1994,30,1,1152413,473642,679547,6970,5,587492,8062,5,.,380,437917
1994,30,2,1286178,165917,679547,2442,5,587492,2824,5,.,107,137621
1994,30,3,23711249,1067006,679547,15702,1,587492,18162,1,.,47,1114429
1994,30,4,.,1706565,679547,25113,2,587492,29048,2,.,.,1689967
1994,31,1,1809292,743619,1295419,5740,7,1127050,6598,7,.,373,674866
1994,31,2,1788785,230753,1295419,1781,7,1127050,2047,7,.,108,193189
1994,31,3,40049872,1802244,1295419,13912,3,1127050,15991,4,.,46,1842294
1994,31,4,.,2776616,1295419,21434,7,1127050,24636,6,.,.,2710349
1994,32,1,4387369,1803209,1196453,15071,1,1071176,16834,1,.,373,1636489
1994,32,2,5259614,678490,1196453,5671,1,1071176,6334,1,.,111,583817
1994,32,3,51333235,2309996,1196453,19307,1,1071176,21565,1,.,46,2361329
1994,32,4,.,4791695,1196453,40049,1,1071176,44733,1,.,.,4581635
