Year,State.no,Type of beverage,Gallons of beverage,Gallons of ethanol (absolute alcohol),Population (age 14 and older),Gallons of ethanol per capita age 14 and older,Decile for per capita consumption age 14 and older,Population (age 21 and older),Gallons of ethanol per capita age 21 and older,Decile for per capita consumption age 21 and older,Type of data source,Time-varying alcohol by volume (ABV),Gallons of ethanol derived from time-varying ABV
2019,13,2,16754496,2161330,8703435,2483,8,7679891,2814,8,7,116,1943522
2019,13,3,181908000,8185860,8703435,9405,8,7679891,10659,8,7,47,8549676
2019,13,4,.,16579472,8703435,19049,10,7679891,21588,10,.,.,16391879
2019,15,1,2283312,938441,1177632,7969,7,1069845,8772,7,7,385,879075
2019,15,2,5425005,699826,1177632,5943,2,1069845,6541,2,7,115,623876
2019,15,3,33666000,1514970,1177632,12865,2,1069845,14161,2,7,47,1582302
2019,15,4,.,3153237,1177632,26776,4,1069845,29474,4,.,.,3085253
2019,16,1,2991495,1229504,1444825,8510,6,1270527,9677,6,6,376,1124802
2019,16,2,3635313,468955,1444825,3246,7,1270527,3691,7,7,116,421696
2019,16,3,27776000,1249920,1444825,8651,10,1270527,9838,9,7,47,1305472
2019,16,4,.,2948379,1444825,20406,9,1270527,23206,8,.,.,2851970
2019,17,1,22380465,9198371,10508717,8753,6,9359058,9828,6,1,382,8549338
2019,17,2,37174454,4795505,10508717,4563,4,9359058,5124,4,1,115,4275062
2019,17,3,250685795,11280861,10508717,10735,6,9359058,12053,6,1,47,11782232
2019,17,4,.,25274736,10508717,24051,5,9359058,27006,5,.,.,24606632
2019,18,1,12647853,5198268,5521652,9414,5,4876721,10659,5,1,380,4806184
2019,18,2,12845518,1657072,5521652,3001,8,4876721,3398,8,1,116,1490080
2019,18,3,117575592,5290902,5521652,9582,8,4876721,10849,8,1,47,5526053
2019,18,4,.,12146241,5521652,21997,7,4876721,24907,7,.,.,11822317
2019,19,1,5795681,2382025,2595923,9176,5,2294593,10381,5,3,367,2127015
2019,19,2,4605136,594063,2595923,2288,9,2294593,2589,9,3,115,529591
2019,19,3,71374586,3211856,2595923,12373,3,2294593,13997,3,3,46,3283231
2019,19,4,.,6187944,2595923,23837,6,2294593,26968,5,.,.,5939837
2019,20,1,4725601,1942222,2369685,8196,7,2085514,9313,6,2,384,1814631
2019,20,2,2657877,342866,2369685,1447,10,2085514,1644,10,7,115,305656
2019,20,3,53597976,2411909,2369685,10178,7,2085514,11565,7,2,48,2572703
2019,20,4,.,4696997,2369685,19821,9,2085514,22522,9,.,.,4692990
2019,21,1,8212386,3375291,3695198,9134,5,3292370,10252,5,2,391,3211043
2019,21,2,6505978,839271,3695198,2271,9,3292370,2549,9,2,116,754693
2019,21,3,72198008,3248910,3695198,8792,9,3292370,9868,9,2,48,3465504
2019,21,4,.,7463472,3695198,20198,9,3292370,22669,9,.,.,7431240
2019,22,1,9340290,3838859,3807251,10083,4,3393518,11312,4,1,383,3577331
2019,22,2,9746042,1257239,3807251,3302,6,3393518,3705,6,1,116,1130541
2019,22,3,103540000,4659300,3807251,12238,3,3393518,13730,3,7,47,4866380
2019,22,4,.,9755399,3807251,25623,4,3393518,28747,4,.,.,9574252
2019,23,1,3116070,1280705,1156420,11075,3,1048688,12212,3,6,364,1134250
2019,23,2,3971100,512272,1156420,4430,5,1048688,4885,5,7,115,456677
2019,23,3,34565000,1555425,1156420,13450,2,1048688,14832,2,7,48,1659120
2019,23,4,.,3348402,1156420,28955,2,1048688,31929,2,.,.,3250047
2019,24,1,11019465,4529000,5017328,9027,6,4487042,10094,6,3,385,4242494
2019,24,2,14822166,1912059,5017328,3811,6,4487042,4261,6,3,116,1719371
2019,24,3,82886934,3729912,5017328,7434,10,4487042,8313,10,1,48,3978573
2019,24,4,.,10170972,5017328,20272,9,4487042,22667,9,.,.,9940438
2019,25,1,14872813,6112726,5864393,10423,4,5231793,11684,4,1,377,5607050
2019,25,2,27903213,3599514,5864393,6138,1,5231793,6880,1,1,116,3236773
2019,25,3,118436148,5329627,5864393,9088,8,5231793,10187,8,1,48,5684935
2019,25,4,.,15041867,5864393,25649,4,5231793,28751,4,.,.,14528758
2019,26,1,20058746,8244145,8345772,9878,4,7443390,11076,4,6,375,7522030
2019,26,2,25614280,3304242,8345772,3959,5,7443390,4439,5,3,115,2945642
2019,26,3,184718721,8312342,8345772,9960,7,7443390,11167,7,1,48,8866499
2019,26,4,.,19860729,8345772,23797,6,7443390,26682,6,.,.,19334171
2019,27,1,13887114,5707604,4630119,12327,2,4124749,13837,2,1,381,5290990
2019,27,2,15484623,1997516,4630119,4314,5,4124749,4843,5,1,115,1780732
2019,27,3,115343316,5190449,4630119,11210,5,4124749,12584,5,1,48,5536479
2019,27,4,.,12895570,4630119,27851,3,4124749,31264,3,.,.,12608201
2019,28,1,4894525,2011650,2438331,8250,6,2156107,9330,6,6,372,1820763
2019,28,2,3485860,449676,2438331,1844,10,2156107,2086,10,6,116,404360
2019,28,3,65069000,2928105,2438331,12009,4,2156107,13581,4,7,48,3123312
2019,28,4,.,5389431,2438331,22103,7,2156107,24996,7,.,.,5348435
2019,29,1,13491759,5545113,5077375,10921,3,4528421,12245,3,2,380,5126868
2019,29,2,14710385,1897640,5077375,3737,6,4528421,4191,6,2,116,1706405
2019,29,3,123253923,5546427,5077375,10924,5,4528421,12248,5,2,47,5792934
2019,29,4,.,12989179,5077375,25582,5,4528421,28684,5,.,.,12626207
2019,30,1,2224959,914458,892357,10248,4,801438,11410,4,3,376,836585
2019,30,2,3551081,458089,892357,5133,4,801438,5716,4,1,116,411925
2019,30,3,32007035,1440317,892357,16141,1,801438,17972,1,1,49,1568345
2019,30,4,.,2812864,892357,31522,2,801438,35098,2,.,.,2816855
2019,31,1,2824490,1160865,1561952,7432,8,1374940,8443,8,7,380,1073306
2019,31,2,2637820,340279,1561952,2179,9,1374940,2475,9,7,116,305987
2019,31,3,41850000,1883250,1561952,12057,3,1374940,13697,3,7,48,2008800
2019,31,4,.,3384394,1561952,21668,8,1374940,24615,8,.,.,3388093
2019,32,1,9190807,3777422,2550597,14810,1,2295103,16459,1,7,382,3510888
2019,32,2,11739115,1514346,2550597,5937,2,2295103,6598,2,7,116,1361737
2019,32,3,75454000,3395430,2550597,13312,2,2295103,14794,2,7,47,3546338
2019,32,4,.,8687198,2550597,34059,1,2295103,37851,1,.,.,8418963
2019,33,1,6028987,2477914,1168835,21200,1,1050607,23586,1,3,374,2254841
2019,33,2,7458310,962122,1168835,8231,1,1050607,9158,1,3,116,865164
2019,33,3,47027000,2116215,1168835,18105,1,1050607,20143,1,7,48,2257296
2019,33,4,.,5556251,1168835,47537,1,1050607,52886,1,.,.,5377301
2019,34,1,18204891,7482210,7399616,10112,4,6630370,11285,4,3,381,6936064
2019,34,2,33128051,4273519,7399616,5775,2,6630370,6445,2,3,116,3842854
2019,34,3,132265585,5951951,7399616,8044,10,6630370,8977,10,3,48,6348748
2019,34,4,.,17707680,7399616,23931,5,6630370,26707,5,.,.,17127666
2019,35,1,3277344,1346988,1733431,7771,8,1537890,8759,8,7,384,1258500
2019,35,2,4146005,534835,1733431,3085,8,1537890,3478,8,7,116,480937
2019,35,3,45136000,2031120,1733431,11717,4,1537890,13207,4,7,48,2166528
2019,35,4,.,3912943,1733431,22573,6,1537890,25444,6,.,.,3905965
2019,36,1,31998738,13151482,16336854,8050,7,14693376,8951,7,2,386,12351513
2019,36,2,68595952,8848878,16336854,5417,3,14693376,6022,3,2,116,7957130
2019,36,3,318467414,14331034,16336854,8772,9,14693376,9753,10,2,48,15286436
2019,36,4,.,36331393,16336854,22239,7,14693376,24726,7,.,.,35595079
2019,37,1,14887878,6118918,8727385,7011,10,7759304,7886,10,6,377,5612730
2019,37,2,30700515,3960366,8727385,4538,5,7759304,5104,5,2,117,3591960
2019,37,3,202221282,9099958,8727385,10427,7,7759304,11728,6,2,48,9706622
2019,37,4,.,19179242,8727385,21976,7,7759304,24718,7,.,.,18911312
2019,38,1,2058981,846241,619210,13666,1,550212,15380,1,1,384,790649
2019,38,2,1585655,204550,619210,3303,6,550212,3718,6,1,115,182350
2019,38,3,20395914,917816,619210,14822,1,550212,16681,1,1,46,938212
2019,38,4,.,1968607,619210,31792,1,550212,35779,1,.,.,1911211
2019,39,1,15234518,6261387,9710251,6448,10,8655934,7234,10,6,377,5743413
2019,39,2,23364408,3014009,9710251,3104,7,8655934,3482,7,7,116,2710271
2019,39,3,236375000,10636875,9710251,10954,5,8655934,12289,5,7,48,11346000
2019,39,4,.,19912271,9710251,20506,8,8655934,23004,9,.,.,19799684
2019,40,1,5207223,2140169,3218671,6649,10,2845906,7520,10,7,388,2020403
2019,40,2,4860313,626980,3218671,1948,10,2845906,2203,10,7,116,563796
2019,40,3,70494000,3172230,3218671,9856,7,2845906,11147,7,7,47,3313218
2019,40,4,.,5939379,3218671,18453,10,2845906,20870,10,.,.,5897417
2019,41,1,8443531,3470291,3547633,9782,5,3202340,10837,5,6,382,3225429
2019,41,2,15738089,2030213,3547633,5723,3,3202340,6340,3,1,116,1825618
2019,41,3,91710653,4126979,3547633,11633,4,3202340,12887,4,1,49,4493822
2019,41,4,.,9627484,3547633,27138,3,3202340,30064,3,.,.,9544869
2019,42,1,19491172,8010872,10775894,7434,8,9657801,8295,9,3,368,7172751
2019,42,2,27345447,3527563,10775894,3274,7,9657801,3653,7,3,116,3172072
2019,42,3,316231000,14230395,10775894,13206,2,9657801,14735,2,7,47,14862857
2019,42,4,.,25768829,10775894,23913,5,9657801,26682,6,.,.,25207680
2019,44,1,2546919,1046784,902877,11594,2,803430,13029,2,1,376,957641
2019,44,2,3863059,498335,902877,5519,3,803430,6203,3,1,116,448115
2019,44,3,17422465,784011,902877,8683,9,803430,9758,9,1,48,836278
2019,44,4,.,2329129,902877,25797,4,803430,28990,4,.,.,2242034
2019,45,1,8450484,3473149,4295754,8085,7,3839701,9045,7,7,391,3304139
2019,45,2,8216704,1059955,4295754,2467,8,3839701,2761,8,7,116,953138
2019,45,3,103416000,4653720,4295754,10833,5,3839701,12120,5,7,48,4963968
2019,45,4,.,9186824,4295754,21386,8,3839701,23926,8,.,.,9221245
2019,46,1,1349136,554495,715731,7747,8,633314,8755,8,7,386,520766
2019,46,2,1250097,161263,715731,2253,9,633314,2546,9,7,116,145011
2019,46,3,21483000,966735,715731,13507,1,633314,15265,1,7,47,1009701
2019,46,4,.,1682493,715731,23507,6,633314,26566,6,.,.,1675478
2019,47,1,12148476,4993023,5662016,8818,6,5066518,9855,6,2,390,4737905
2019,47,2,14280514,1842186,5662016,3254,7,5066518,3636,7,2,116,1656540
2019,47,3,123298368,5548427,5662016,9799,8,5066518,10951,8,2,48,5918322
2019,47,4,.,12383636,5662016,21871,8,5066518,24442,8,.,.,12312767
2019,48,1,41965278,17247729,23242391,7421,9,20373400,8466,8,1,383,16072701
2019,48,2,59337808,7654577,23242391,3293,6,20373400,3757,6,1,115,6823848
2019,48,3,623881335,28074660,23242391,12079,3,20373400,13780,3,1,47,29322423
2019,48,4,.,52976967,23242391,22793,6,20373400,26003,6,.,.,52218972
2019,49,1,3470929,1426552,2483209,5745,10,2128367,6703,10,1,369,1280773
2019,49,2,3704909,477933,2483209,1925,10,2128367,2246,10,1,116,429769
